train/reward,train/length,train/episode,train/env_step
-21.0,3484.0,1,4035184
-21.0,3408.0,1,4037744
-20.0,3609.0,1,4045616
-21.0,3296.0,1,4051888
-21.0,3658.0,1,4053424
-19.0,3689.0,1,4054512
-20.0,3479.0,1,4056144
-20.0,3706.0,1,4064832
-21.0,3296.0,1,4071984
-21.0,3296.0,1,4079792
-21.0,3408.0,1,4081776
-20.0,3482.0,1,4082896
-20.0,3373.0,1,4092560
-20.0,3903.0,1,4096064
-20.0,3614.0,1,4108704
-21.0,3408.0,1,4109776
-20.0,3833.0,1,4112896
-19.0,4273.0,1,4117088
-21.0,3296.0,1,4118928
-21.0,3056.0,1,4120512
-21.0,3296.0,1,4135760
-20.0,3621.0,1,4137664
-21.0,3536.0,1,4141184
-21.0,3296.0,1,4143456
-21.0,3296.0,1,4146880
-20.0,4093.0,1,4151680
-21.0,3056.0,1,4161184
-21.0,3168.0,1,4168944
-20.0,3719.0,1,4170928
-20.0,4439.0,1,4173184
-20.0,3797.0,1,4182048
-20.0,4833.0,1,4185536
-20.0,3838.0,1,4191888
-21.0,3056.0,1,4195376
-21.0,3168.0,1,4197216
-21.0,3296.0,1,4199552
-20.0,3613.0,1,4200576
-21.0,3056.0,1,4209984
-19.0,4036.0,1,4214336
-20.0,3485.0,1,4219760
-21.0,3408.0,1,4222640
-21.0,3168.0,1,4225920
-19.0,4213.0,1,4243696
-19.0,3924.0,1,4245728
-21.0,3287.0,1,4248944
-21.0,3296.0,1,4252288
-20.0,4087.0,1,4259232
-19.0,4298.0,1,4260640
-17.0,4458.0,1,4262480
-21.0,3168.0,1,4269040
-21.0,3288.0,1,4272032
-20.0,3481.0,1,4276784
-21.0,3408.0,1,4279552
-19.0,4595.0,1,4283456
-21.0,3056.0,1,4285088
-21.0,3536.0,1,4290768
-21.0,3056.0,1,4293488
-21.0,3544.0,1,4300384
-21.0,3056.0,1,4304000
-21.0,3780.0,1,4307024
-21.0,3296.0,1,4310048
-21.0,3408.0,1,4312352
-21.0,3056.0,1,4315216
-21.0,3168.0,1,4318832
-21.0,3642.0,1,4329520
-20.0,3547.0,1,4332384
-21.0,3300.0,1,4336848
-19.0,3820.0,1,4340608
-20.0,3753.0,1,4345232
-19.0,3935.0,1,4350304
-21.0,3174.0,1,4354912
-21.0,3528.0,1,4360608
-21.0,3056.0,1,4362208
-21.0,3056.0,1,4365056
-18.0,4090.0,1,4369568
-19.0,3795.0,1,4375600
-21.0,3056.0,1,4379360
-19.0,5495.0,1,4381664
-21.0,3296.0,1,4386976
-21.0,3296.0,1,4388576
-20.0,3367.0,1,4392000
-20.0,3607.0,1,4398416
-21.0,3056.0,1,4400048
-21.0,3280.0,1,4405600
-21.0,3408.0,1,4408928
-20.0,3962.0,1,4411184
-21.0,3780.0,1,4417216
-21.0,3408.0,1,4419264
-21.0,3056.0,1,4422864
-21.0,3709.0,1,4429712
-21.0,3296.0,1,4435296
-21.0,3056.0,1,4441664
-19.0,4956.0,1,4445248
-20.0,3847.0,1,4450032
-19.0,4234.0,1,4451264
-21.0,3056.0,1,4459744
-19.0,4168.0,1,4463056
-21.0,3540.0,1,4469984
-21.0,3280.0,1,4471568
-20.0,3789.0,1,4475568
-21.0,3536.0,1,4479552
-20.0,3834.0,1,4480704
-21.0,3371.0,1,4486704
-18.0,4595.0,1,4488480
-20.0,3367.0,1,4490000
-21.0,3296.0,1,4496352
-21.0,3168.0,1,4500912
-20.0,3837.0,1,4502256
-21.0,3056.0,1,4505152
-19.0,3727.0,1,4509376
-21.0,3056.0,1,4511152
-20.0,3591.0,1,4517216
-21.0,3532.0,1,4524608
-20.0,3373.0,1,4529248
-21.0,3168.0,1,4530496
-19.0,3998.0,1,4532896
-20.0,3370.0,1,4536336
-20.0,3528.0,1,4539376
-21.0,3168.0,1,4542640
-19.0,3826.0,1,4547824
-21.0,3359.0,1,4551472
-21.0,3056.0,1,4554944
-20.0,3367.0,1,4556176
-21.0,3520.0,1,4561056
-21.0,3597.0,1,4565104
-21.0,3056.0,1,4567088
-19.0,3687.0,1,4568880
-21.0,3632.0,1,4576880
-20.0,3373.0,1,4583168
-21.0,3056.0,1,4585504
-21.0,3296.0,1,4593456
-21.0,3296.0,1,4595248
-20.0,3901.0,1,4596320
-21.0,3287.0,1,4603168
-20.0,3787.0,1,4608144
-20.0,3709.0,1,4612832
-20.0,3367.0,1,4620384
-20.0,3965.0,1,4626960
-20.0,3352.0,1,4634960
-21.0,3056.0,1,4637280
-21.0,3168.0,1,4638624
-19.0,3746.0,1,4643376
-20.0,3367.0,1,4647328
-21.0,3056.0,1,4651408
-21.0,3296.0,1,4653904
-21.0,3168.0,1,4660784
-19.0,3901.0,1,4669840
-20.0,3463.0,1,4671072
-21.0,3056.0,1,4675856
-21.0,3284.0,1,4680176
-18.0,4549.0,1,4683712
-21.0,3056.0,1,4685696
-21.0,3056.0,1,4694288
-21.0,3056.0,1,4700304
-21.0,3296.0,1,4706544
-21.0,3408.0,1,4713440
-21.0,3884.0,1,4714784
-21.0,3056.0,1,4719072
-21.0,3304.0,1,4720720
-20.0,3668.0,1,4730384
-20.0,3929.0,1,4731744
-21.0,3648.0,1,4742624
-21.0,3408.0,1,4746336
-21.0,3056.0,1,4754832
-21.0,3056.0,1,4756192
-20.0,3350.0,1,4757792
-21.0,3168.0,1,4768416
-20.0,3607.0,1,4771488
-21.0,3296.0,1,4772704
-21.0,3415.0,1,4773760
-21.0,3056.0,1,4779280
-21.0,3520.0,1,4784352
-20.0,3722.0,1,4787568
-21.0,3408.0,1,4795680
-21.0,3056.0,1,4798208
-21.0,3536.0,1,4799776
-21.0,3056.0,1,4803728
-21.0,4016.0,1,4806768
-19.0,3926.0,1,4815760
-21.0,3864.0,1,4818480
-21.0,3544.0,1,4824032
-21.0,3128.0,1,4828752
-20.0,4139.0,1,4831312
-20.0,3482.0,1,4835024
-18.0,4231.0,1,4840624
-20.0,3907.0,1,4847008
-20.0,3721.0,1,4848240
-21.0,3280.0,1,4850272
-20.0,3481.0,1,4859168
-21.0,3304.0,1,4861456
-21.0,3243.0,1,4866560
-21.0,3296.0,1,4874608
-21.0,3408.0,1,4877536
-21.0,3056.0,1,4883616
-21.0,3296.0,1,4885920
-21.0,3056.0,1,4891008
-18.0,4125.0,1,4892928
-21.0,3296.0,1,4900976
-21.0,3168.0,1,4903456
-20.0,3675.0,1,4913008
-21.0,3056.0,1,4915456
-21.0,3251.0,1,4917664
-21.0,3300.0,1,4919328
-19.0,4770.0,1,4924080
-21.0,3056.0,1,4928352
-20.0,3675.0,1,4930384
-21.0,3280.0,1,4939248
-21.0,3056.0,1,4943776
-21.0,3748.0,1,4945440
-21.0,3662.0,1,4946960
-21.0,3168.0,1,4949424
-21.0,3300.0,1,4957728
-19.0,4175.0,1,4963776
-18.0,4679.0,1,4965792
-21.0,3056.0,1,4968224
-19.0,4086.0,1,4971936
-21.0,3289.0,1,4975728
-19.0,3858.0,1,4977824
-21.0,3357.0,1,4984576
-21.0,3280.0,1,4990016
-20.0,3669.0,1,4995136
